Condition ;ID;Time;Masslarva;MassPS;MLarveIni;MPSIni
ST;92;14;-1.92;;;
ST;93;14;0.31;;;
ST;94;14;0.34;;;
ST;95;14;-2.63;;;
ST;96;14;-1.88;;;
ST;97;14;-2.98;;;
ST;98;14;-2.97;;;
ST;99;14;-2.2;;;
ST;100;14;-0.05;;;
PST1;1;16;-2.12;-0.48;;
PST1;2;16;-4.09;-1.64;;
PST1;3;16;-3.84;-1.25;;
PST1;4;16;-1.31;-1.93;;
PST1;5;16;-4.16;-1.11;;
PST1;6;16;-1.45;-0.05;;
PST1;7;16;-7.29;-1.6;;
PST1;8;16;-3.12;-0.54;;
PST1;9;16;-0.82;-0.37;;
PST1;10;16;-3.19;-4.55;;
PST2;11;16;-4.55;-1.62;;
PST2;12;16;-2.87;-1.03;;
PST2;13;16;-2.66;0.09;;
PST2;14;16;-2.98;0.07;;
PST2;15;16;-1.62;-0.81;;
PST2;16;16;-2.71;-0.2;;
PST2;17;16;-1.98;-0.07;;
PST2;18;16;-2.56;0.12;;
PST2;19;16;-2.68;-0.26;;
PST2;20;16;-2.78;0.01;;
PST3;21;16;-3.2;-0.23;;
PST3;22;16;-0.29;-0.12;;
PST3;23;16;-2.83;-0.38;;
PST3;24;16;-2.51;-0.41;;
PST3;25;16;-1.35;-0.02;;
PST3;26;16;-1.51;-0.24;;
PST3;27;16;-3;-0.21;;
PST3;28;16;-2.05;-0.28;;
PST3;29;16;-0.81;-0.28;;
PST3;30;16;-3.06;-0.6;;
PST4;31;16;-2.66;-0.09;;
PST4;32;16;-3.47;-1.89;;
PST4;33;16;-2.17;-0.83;;
PST4;34;16;-2.96;-2.06;;
PST4;35;16;-2.59;-1.58;;
PST4;36;16;-3.38;-0.59;;
PST4;37;16;;;;
PST4;38;16;-3.83;-4.68;;
PST4;39;16;-2.1;-1.01;;
PST4;40;16;-2.36;-1.53;;
PST1+C;41;16;7.8;-0.38;;
PST1+C;42;16;7.39;-0.11;;
PST1+C;43;16;5.69;0.66;;
PST1+C;44;16;3.3;0.98;;
PST1+C;45;16;2.01;0.83;;
PST1+C;46;16;0.35;0.67;;
PST1+C;47;16;1.44;0.32;;
PST1+C;48;16;7.27;-0.54;;
PST1+C;49;16;4.01;-0.01;;
PST1+C;50;16;6.5;0.59;;
PST2+C;51;16;5.1;-0.03;;
PST2+C;52;16;-0.07;0.75;;
PST2+C;53;16;4.65;1.14;;
PST2+C;54;16;3.32;0.57;;
PST2+C;55;16;3.69;0.27;;
PST2+C;56;16;5.37;-0.26;;
PST2+C;57;16;-1.75;0.4;;
PST2+C;58;16;3.08;2.16;;
PST2+C;59;16;2.26;0.22;;
PST2+C;60;16;6.13;1.11;;
PST3+C;61;16;2;0.91;;
PST3+C;62;16;4.63;-1.07;;
PST3+C;63;16;5.66;0.71;;
PST3+C;64;16;0.77;0.17;;
PST3+C;65;16;1.95;0.36;;
PST3+C;66;16;0.73;0.16;;
PST3+C;67;16;3.05;1;;
PST3+C;68;16;-0.77;0.65;;
PST3+C;69;16;4.94;1.11;;
PST3+C;70;16;5.89;0.55;;
PST4+C;71;16;3.55;-1.43;;
PST4+C;72;16;3.18;-0.64;;
PST4+C;73;16;3.59;-0.77;;
PST4+C;74;16;0.99;-1;;
PST4+C;75;16;3.84;-0.32;;
PST4+C;76;16;3.11;-2.83;;
PST4+C;77;16;-1.57;-0.03;;
PST4+C;78;16;2.3;-0.3;;
PST4+C;79;16;1.44;-0.8;;
PST4+C;80;16;5.99;-2.1;;
C;81;16;3.22;;;
C;82;16;2.7;;;
C;83;16;4.15;;;
C;84;16;3.16;;;
C;85;16;2.94;;;
C;86;16;3.12;;;
C;87;16;10.2;;;
C;88;16;3.1;;;
C;89;16;7.7;;;
C;90;16;3.85;;;
ST;91;16;-1.59;;;
ST;92;16;-2.14;;;
ST;93;16;-0.17;;;
ST;94;16;0.06;;;
ST;95;16;-2.93;;;
ST;96;16;-2.3;;;
ST;97;16;-3.24;;;
ST;98;16;-3.41;;;
ST;99;16;-2.26;;;
ST;100;16;-0.18;;;
PST1;1;18;-2.6;-0.59;;
PST1;2;18;-4.54;-1.67;;
PST1;3;18;-4.71;-1.16;;
PST1;4;18;-1.82;-2.21;;
PST1;5;18;-4.8;-1.29;;
PST1;6;18;-1.76;-0.06;;
PST1;7;18;;;;
PST1;8;18;-3.69;-0.6;;
PST1;9;18;-1.36;-0.39;;
PST1;10;18;-3.83;-4.8;;
PST2;11;18;-5.63;-1.72;;
PST2;12;18;-3.21;-0.98;;
PST2;13;18;-3.13;0.16;;
PST2;14;18;-3.58;0.13;;
PST2;15;18;-2.23;-0.87;;
PST2;16;18;-2.92;-0.22;;
PST2;17;18;-2.32;-0.05;;
PST2;18;18;-2.78;0.06;;
PST2;19;18;-3;-0.27;;
PST2;20;18;-3.26;0.01;;
PST3;21;18;-3.68;-0.26;;
PST3;22;18;-0.8;-0.18;;
PST3;23;18;-3.4;-0.44;;
PST3;24;18;-3.04;-0.4;;
PST3;25;18;-1.75;-0.07;;
PST3;26;18;-1.8;-0.27;;
PST3;27;18;-3.7;-0.3;;
PST3;28;18;-2.55;-0.31;;
PST3;29;18;-1.23;-0.35;;
PST3;30;18;-3.58;-0.63;;
PST4;31;18;-2.98;-0.08;;
PST4;32;18;-3.9;-1.89;;
PST4;33;18;-2.7;-0.81;;
PST4;34;18;-3.57;-1.95;;
PST4;35;18;-3.03;-1.64;;
PST4;36;18;-4.69;-0.56;;
PST4;37;18;;;;
PST4;38;18;-4.58;-4.66;;
PST4;39;18;-2.56;-1.01;;
PST4;40;18;-2.79;-1.58;;
PST1+C;41;18;8.87;-0.26;;
PST1+C;42;18;6.95;-0.24;;
PST1+C;43;18;5.16;0.7;;
PST1+C;44;18;2.78;0.9;;
PST1+C;45;18;2.2;0.94;;
PST1+C;46;18;0.35;0.89;;
PST1+C;47;18;2.78;0.25;;
PST1+C;48;18;6.14;-0.54;;
PST1+C;49;18;4.01;0.04;;
PST1+C;50;18;8.19;0.45;;
PST2+C;51;18;5.55;0.01;;
PST2+C;52;18;-0.66;0.85;;
PST2+C;53;18;3.34;1.09;;
PST2+C;54;18;2.27;0.3;;
PST2+C;55;18;3.49;0.25;;
PST2+C;56;18;4.85;-0.24;;
PST2+C;57;18;-2.01;0.3;;
PST2+C;58;18;2.35;2.06;;
PST2+C;59;18;2.41;0.36;;
PST2+C;60;18;4.74;0.81;;
PST3+C;61;18;1.8;1.04;;
PST3+C;62;18;4.93;-0.79;;
PST3+C;63;18;5.35;0.71;;
PST3+C;64;18;2.48;0.28;;
PST3+C;65;18;1.72;0.29;;
PST3+C;66;18;0.96;0.29;;
PST3+C;67;18;2.58;0.92;;
PST3+C;68;18;0.52;1.07;;
PST3+C;69;18;5.97;1.38;;
PST3+C;70;18;5.53;0.44;;
PST4+C;71;18;3.74;-1.21;;
PST4+C;72;18;2.81;-0.74;;
PST4+C;73;18;3.55;-0.94;;
PST4+C;74;18;0.61;-0.9;;
PST4+C;75;18;4.61;-0.31;;
PST4+C;76;18;2.26;-2.89;;
PST4+C;77;18;-2.14;0;;
PST4+C;78;18;2.27;-0.33;;
PST4+C;79;18;1.2;-1.21;;
PST4+C;80;18;4.87;-2.36;;
C;81;18;2.68;;;
C;82;18;2.07;;;
C;83;18;4;;;
C;84;18;4.13;;;
C;85;18;3.75;;;
C;86;18;2.7;;;
C;87;18;10.84;;;
C;88;18;3.86;;;
C;89;18;7.03;;;
C;90;18;3.81;;;
ST;91;18;-1.93;;;
ST;92;18;-2.45;;;
ST;93;18;-0.69;;;
ST;94;18;-0.26;;;
ST;95;18;-3.25;;;
ST;96;18;-2.47;;;
ST;97;18;-3.53;;;
ST;98;18;-3.86;;;
ST;99;18;-2.54;;;
ST;100;18;0.47;;;
PST1;1;21;-3.22;-0.54;;
PST1;2;21;-5.53;-1.47;;
PST1;3;21;-6.08;-1.3;;
PST1;4;21;-2.66;-2.15;;
PST1;5;21;-5.47;-1.15;;
PST1;6;21;-2.24;0.07;;
PST1;7;21;;;;
PST1;8;21;-4.37;-0.48;;
PST1;9;21;-2.13;-0.34;;
PST1;10;21;-4.92;-5.03;;
PST2;11;21;-5.74;-1.68;;
PST2;12;21;-4.25;-0.96;;
PST2;13;21;-3.85;0.23;;
PST2;14;21;-4.43;0.17;;
PST2;15;21;-2.87;-1.06;;
PST2;16;21;-3.56;-0.16;;
PST2;17;21;-2.8;0.21;;
PST2;18;21;-3.06;0.21;;
PST2;19;21;-3.43;-0.16;;
PST2;20;21;-3.81;0.07;;
PST3;21;21;-4.38;-0.08;;
PST3;22;21;-1.58;0.03;;
PST3;23;21;-4.58;-0.25;;
PST3;24;21;;;;
PST3;25;21;-2.29;0.03;;
PST3;26;21;-2.98;-0.12;;
PST3;27;21;-4.65;-0.12;;
PST3;28;21;-3.28;-0.17;;
PST3;29;21;-1.9;-0.17;;
PST3;30;21;-4.41;-0.54;;
PST4;31;21;-3.52;-0.15;;
PST4;32;21;-4.71;-1.83;;
PST4;33;21;-3.1;-0.83;;
PST4;34;21;-3.83;-2.01;;
PST4;35;21;-3.6;-1.68;;
PST4;36;21;;;;
PST4;37;21;;;;
PST4;38;21;-5.65;-4.59;;
PST4;39;21;-3.69;-1.02;;
PST4;40;21;-3.3;-1.57;;
PST1+C;41;21;9.16;-0.08;;
PST1+C;42;21;6.39;-0.55;;
PST1+C;43;21;4.91;1.05;;
PST1+C;44;21;2.06;1.15;;
PST1+C;45;21;2.47;1.12;;
PST1+C;46;21;-0.44;1.31;;
PST1+C;47;21;2.45;0.52;;
PST1+C;48;21;5.94;-0.04;;
PST1+C;49;21;4.5;0.5;;
PST1+C;50;21;10.17;0.93;;
PST2+C;51;21;5.93;0.11;;
PST2+C;52;21;-1.47;1.32;;
PST2+C;53;21;3.09;1.47;;
PST2+C;54;21;0.93;0.29;;
PST2+C;55;21;3.15;0.47;;
PST2+C;56;21;3.01;-0.38;;
PST2+C;57;21;-2.48;0.6;;
PST2+C;58;21;1.28;2.29;;
PST2+C;59;21;2.71;0.58;;
PST2+C;60;21;4.19;0.51;;
PST3+C;61;21;1.53;1.18;;
PST3+C;62;21;4.5;-0.49;;
PST3+C;63;21;5.55;0.98;;
PST3+C;64;21;2.33;0.54;;
PST3+C;65;21;1.57;0.65;;
PST3+C;66;21;0.42;0.44;;
PST3+C;67;21;2.06;1.48;;
PST3+C;68;21;0.9;1.76;;
PST3+C;69;21;6;1.69;;
PST3+C;70;21;4.33;0.73;;
PST4+C;71;21;2.7;-1.31;;
PST4+C;72;21;1.74;-0.81;;
PST4+C;73;21;3.39;-0.92;;
PST4+C;74;21;-0.12;-0.76;;
PST4+C;75;21;3.46;0.1;;
PST4+C;76;21;2.38;-2.46;;
PST4+C;77;21;-2.72;-0.01;;
PST4+C;78;21;1.44;-0.25;;
PST4+C;79;21;0.89;-0.94;;
PST4+C;80;21;5.05;-2.17;;
C;81;21;2.48;;;
C;82;21;2.78;;;
C;83;21;2.86;;;
C;84;21;4.12;;;
C;85;21;3.27;;;
C;86;21;1.77;;;
C;87;21;9.65;;;
C;88;21;4.47;;;
C;89;21;6.79;;;
C;90;21;3.45;;;
ST;91;21;-2.26;;;
ST;92;21;-2.89;;;
ST;93;21;-1.43;;;
ST;94;21;-0.61;;;
ST;95;21;-3.74;;;
ST;96;21;-3.04;;;
ST;97;21;-3.95;;;
ST;98;21;-4.57;;;
ST;99;21;-2.96;;;
ST;100;21;0.17;;;
PST1;1;23;-3.53;-0.54;;
PST1;2;23;-7.11;-1.54;;
PST1;3;23;-6.71;-1.33;;
PST1;4;23;-3.17;-2.18;;
PST1;5;23;-5.88;-1.28;;
PST1;6;23;-2.48;-0.02;;
PST1;7;23;;;;
PST1;8;23;-4.84;-0.6;;
PST1;9;23;-2.67;-0.44;;
PST1;10;23;-5.25;-5.01;;
PST2;11;23;;;;
PST2;12;23;-4.96;-1.07;;
PST2;13;23;-4.26;0.12;;
PST2;14;23;-5.01;0.1;;
PST2;15;23;-3.25;-1.31;;
PST2;16;23;-3.88;-0.17;;
PST2;17;23;-3.1;0.2;;
PST2;18;23;-3.37;0.19;;
PST2;19;23;-3.66;-0.19;;
PST2;20;23;-4.12;0.02;;
PST3;21;23;-4.78;-0.13;;
PST3;22;23;-2.08;-0.04;;
PST3;23;23;-6.07;-0.27;;
PST3;24;23;;;;
PST3;25;23;-2.44;0.07;;
PST3;26;23;;;;
PST3;27;23;-5.24;-0.14;;
PST3;28;23;-3.75;-0.23;;
PST3;29;23;-2.3;-0.22;;
PST3;30;23;-4.83;-0.51;;
PST4;31;23;-3.83;-0.09;;
PST4;32;23;-5.3;-1.88;;
PST4;33;23;-3.52;-0.87;;
PST4;34;23;-4.33;-2.04;;
PST4;35;23;-4.08;-1.7;;
PST4;36;23;;;;
PST4;37;23;;;;
PST4;38;23;-6.33;-4.65;;
PST4;39;23;;;;
PST4;40;23;-3.62;-1.57;;
PST1+C;41;23;12.31;0.31;;
PST1+C;42;23;5.92;-0.53;;
PST1+C;43;23;4.3;1.05;;
PST1+C;44;23;1.44;1.02;;
PST1+C;45;23;2.75;1.14;;
PST1+C;46;23;1.83;1.39;;
PST1+C;47;23;3.89;0.2;;
PST1+C;48;23;5.76;-0.65;;
PST1+C;49;23;4.01;0.6;;
PST1+C;50;23;12.06;0.83;;
PST2+C;51;23;9.47;0.18;;
PST2+C;52;23;-1.09;1.33;;
PST2+C;53;23;2.68;1.38;;
PST2+C;54;23;-0.39;0.38;;
PST2+C;55;23;3.68;0.5;;
PST2+C;56;23;3.36;0;;
PST2+C;57;23;-2.77;0.49;;
PST2+C;58;23;1.07;2.33;;
PST2+C;59;23;4.98;0.76;;
PST2+C;60;23;3.93;1.47;;
PST3+C;61;23;2.06;1.39;;
PST3+C;62;23;3.92;-0.52;;
PST3+C;63;23;6.2;1.03;;
PST3+C;64;23;2.09;0.64;;
PST3+C;65;23;1.44;0.5;;
PST3+C;66;23;0.57;0.24;;
PST3+C;67;23;1.88;1.74;;
PST3+C;68;23;1.55;1.9;;
PST3+C;69;23;5.61;1.72;;
PST3+C;70;23;4.66;0.76;;
PST4+C;71;23;1.81;-1.33;;
PST4+C;72;23;1.77;-0.73;;
PST4+C;73;23;3.51;-0.88;;
PST4+C;74;23;-1.04;-0.72;;
PST4+C;75;23;4.03;0.06;;
PST4+C;76;23;1.7;-2.46;;
PST4+C;77;23;-3.17;0.02;;
PST4+C;78;23;2.13;0.17;;
PST4+C;79;23;0.75;-1.39;;
PST4+C;80;23;6.4;-2.09;;
C;81;23;2.37;;;
C;82;23;3.13;;;
C;83;23;5.47;;;
C;84;23;4.36;;;
C;85;23;4.06;;;
C;86;23;2.9;;;
C;87;23;7.95;;;
C;88;23;6;;;
C;89;23;7.35;;;
C;90;23;3.14;;;
ST;91;23;-2.11;;;
ST;92;23;-3.21;;;
ST;93;23;-1.68;;;
ST;94;23;-0.74;;;
ST;95;23;-4;;;
ST;96;23;-2.62;;;
ST;97;23;-4.24;;;
ST;98;23;-5.03;;;
ST;99;23;-3.2;;;
ST;100;23;-0.06;;;
PST1;1;25;-4.02;-0.63;;
PST1;2;25;-8.11;-1.57;;
PST1;3;25;-7.36;-1.48;;
PST1;4;25;-3.57;-2.44;;
PST1;5;25;-6.91;-1.29;;
PST1;6;25;-2.77;-0.03;;
PST1;7;25;;;;
PST1;8;25;-4.85;-0.53;;
PST1;9;25;-3.18;-0.51;;
PST1;10;25;-5.49;-5.23;;
PST2;11;25;;;;
PST2;12;25;-5.54;-1.16;;
PST2;13;25;-4.6;-0.01;;
PST2;14;25;-5.59;-0.01;;
PST2;15;25;-3.64;-1.33;;
PST2;16;25;-4.33;-0.21;;
PST2;17;25;-3.4;0.1;;
PST2;18;25;-3.49;0.11;;
PST2;19;25;-3.95;-0.22;;
PST2;20;25;-4.62;-0.01;;
PST3;21;25;-5.17;-0.15;;
PST3;22;25;-2.54;-0.18;;
PST3;23;25;;;;
PST3;24;25;;;;
PST3;25;25;-2.74;0.01;;
PST3;26;25;;;;
PST3;27;25;-5.75;-0.15;;
PST3;28;25;-4.15;-0.32;;
PST3;29;25;-2.64;-0.28;;
PST3;30;25;-5.27;-0.61;;
PST4;31;25;-4.26;-0.09;;
PST4;32;25;-6.67;-1.92;;
PST4;33;25;-4.09;-0.91;;
PST4;34;25;-4.87;-2.03;;
PST4;35;25;-4.45;-1.74;;
PST4;36;25;;;;
PST4;37;25;;;;
PST4;38;25;-6.91;-4.67;;
PST4;39;25;;;;
PST4;40;25;-4.15;-1.57;;
PST1+C;41;25;12.31;0.28;;
PST1+C;42;25;5.29;-0.41;;
PST1+C;43;25;4.58;1.15;;
PST1+C;44;25;1.06;1.05;;
PST1+C;45;25;2.56;1.58;;
PST1+C;46;25;2.21;1.39;;
PST1+C;47;25;4.08;0.19;;
PST1+C;48;25;5.52;-0.59;;
PST1+C;49;25;3.42;0.34;;
PST1+C;50;25;12.69;1.16;;
PST2+C;51;25;9.48;0.12;;
PST2+C;52;25;-1.57;1.32;;
PST2+C;53;25;2.09;1.47;;
PST2+C;54;25;-1;0.36;;
PST2+C;55;25;3.58;0.46;;
PST2+C;56;25;3.18;-0.08;;
PST2+C;57;25;-2.63;0.95;;
PST2+C;58;25;-0.1;2.3;;
PST2+C;59;25;5.25;0.93;;
PST2+C;60;25;3.98;-0.1;;
PST3+C;61;25;2.49;1.39;;
PST3+C;62;25;3.67;-0.42;;
PST3+C;63;25;6.27;1.17;;
PST3+C;64;25;1.92;0.78;;
PST3+C;65;25;1.25;0.61;;
PST3+C;66;25;0.55;0.18;;
PST3+C;67;25;1.72;2.26;;
PST3+C;68;25;1.85;1.6;;
PST3+C;69;25;5.35;2.02;;
PST3+C;70;25;5.85;0.75;;
PST4+C;71;25;1.55;-1.29;;
PST4+C;72;25;3.26;-1;;
PST4+C;73;25;2.78;-1.35;;
PST4+C;74;25;-1.55;-0.79;;
PST4+C;75;25;4.27;0.17;;
PST4+C;76;25;1.57;-2.49;;
PST4+C;77;25;-3.81;0.03;;
PST4+C;78;25;2;-0.03;;
PST4+C;79;25;1.31;-1.65;;
PST4+C;80;25;6.47;-2.28;;
C;81;25;2.23;;;
C;82;25;3.54;;;
C;83;25;5.81;;;
C;84;25;4.07;;;
C;85;25;3.85;;;
C;86;25;4.92;;;
C;87;25;7.07;;;
C;88;25;6.33;;;
C;89;25;7.2;;;
C;90;25;3.26;;;
ST;91;25;-2.31;;;
ST;92;25;-3.57;;;
ST;93;25;-2.17;;;
ST;94;25;-1.04;;;
ST;95;25;-4.31;;;
ST;96;25;-3.08;;;
ST;97;25;-4.52;;;
ST;98;25;-5.52;;;
ST;99;25;-3.51;;;
ST;100;25;-0.37;;;
PST1;1;28;-5;-0.56;;
PST1;2;28;-9.11;-1.57;;
PST1;3;28;-7.64;-1.62;;
PST1;4;28;-4.19;-2.54;;
PST1;5;28;-8.14;-1.33;;
PST1;6;28;-4.07;0.02;;
PST1;7;28;;;;
PST1;8;28;-5.36;-0.76;;
PST1;9;28;-3.74;-0.53;;
PST1;10;28;-6.43;-5.46;;
PST2;11;28;;;;
PST2;12;28;-7.2;-1.27;;
PST2;13;28;-4.82;-0.13;;
PST2;14;28;-5.72;-0.04;;
PST2;15;28;-4.17;-1.37;;
PST2;16;28;-4.83;-0.21;;
PST2;17;28;-3.77;-0.01;;
PST2;18;28;-3.87;0.11;;
PST2;19;28;-4.96;-0.26;;
PST2;20;28;-5.06;0.05;;
PST3;21;28;-6.68;-0.11;;
PST3;22;28;-3.19;-0.11;;
PST3;23;28;;;;
PST3;24;28;;;;
PST3;25;28;-2.68;0.05;;
PST3;26;28;;;;
PST3;27;28;-7.27;-0.07;;
PST3;28;28;-4.75;-0.32;;
PST3;29;28;-3.09;-0.28;;
PST3;30;28;-5.79;-0.52;;
PST4;31;28;-4.78;-0.11;;
PST4;32;28;;;;
PST4;33;28;-4.86;-0.91;;
PST4;34;28;-5.62;-2.06;;
PST4;35;28;-4.83;-1.76;;
PST4;36;28;;;;
PST4;37;28;;;;
PST4;38;28;-8.34;-4.69;;
PST4;39;28;;;;
PST4;40;28;;;;
PST1+C;41;28;12.45;0.32;;
PST1+C;42;28;4.53;-0.63;;
PST1+C;43;28;3.38;1.39;;
PST1+C;44;28;0.07;1.28;;
PST1+C;45;28;3.56;1.65;;
PST1+C;46;28;0.79;1.24;;
PST1+C;47;28;3.66;0.18;;
PST1+C;48;28;5.66;0.09;;
PST1+C;49;28;2.71;1.13;;
PST1+C;50;28;11.48;0.63;;
PST2+C;51;28;9.84;0.18;;
PST2+C;52;28;-1.58;1.27;;
PST2+C;53;28;1.49;1.52;;
PST2+C;54;28;-1.83;0.35;;
PST2+C;55;28;3.28;0.58;;
PST2+C;56;28;3.53;-0.22;;
PST2+C;57;28;-3.08;1.17;;
PST2+C;58;28;;;;
PST2+C;59;28;5.18;0.85;;
PST2+C;60;28;4.05;-0.62;;
PST3+C;61;28;2.14;1.16;;
PST3+C;62;28;3.46;0.02;;
PST3+C;63;28;7.17;1.09;;
PST3+C;64;28;1.93;0.8;;
PST3+C;65;28;1.05;0.78;;
PST3+C;66;28;1.33;0.4;;
PST3+C;67;28;1.64;2.5;;
PST3+C;68;28;1.83;1.37;;
PST3+C;69;28;4.85;2.02;;
PST3+C;70;28;5.72;1.03;;
PST4+C;71;28;1.71;-1.68;;
PST4+C;72;28;4.31;-1.15;;
PST4+C;73;28;1.97;-0.95;;
PST4+C;74;28;-2.29;-0.87;;
PST4+C;75;28;4.53;0.21;;
PST4+C;76;28;1.66;-2.48;;
PST4+C;77;28;-5.18;0.01;;
PST4+C;78;28;1.96;0.12;;
PST4+C;79;28;0.65;-2.29;;
PST4+C;80;28;6.65;-2.69;;
C;81;28;2.36;;;
C;82;28;3.37;;;
C;83;28;6.78;;;
C;84;28;3.97;;;
C;85;28;3.42;;;
C;86;28;4.89;;;
C;87;28;6.06;;;
C;88;28;7.76;;;
C;89;28;7.3;;;
C;90;28;3.06;;;
ST;91;28;-2.64;;;
ST;92;28;-4.34;;;
ST;93;28;-2.52;;;
ST;94;28;-1.29;;;
ST;95;28;-4.74;;;
ST;96;28;-3.74;;;
ST;97;28;-4.33;;;
ST;98;28;;;;
ST;99;28;-3.89;;;
ST;100;28;-0.72;;;
PST1;1;30;-6.23;-0.61;;
PST1;2;30;;;;
PST1;3;30;-8.16;-1.83;;
PST1;4;30;-4.57;-2.62;;
PST1;5;30;;;;
PST1;6;30;;;;
PST1;7;30;;;;
PST1;8;30;-5.69;-0.78;;
PST1;9;30;-4.1;-0.51;;
PST1;10;30;-6.99;-5.52;;
PST2;11;30;;;;
PST2;12;30;;;;
PST2;13;30;-5.22;-0.23;;
PST2;14;30;-7.19;-0.07;;
PST2;15;30;-4.77;-1.4;;
PST2;16;30;;;;
PST2;17;30;-4.03;-0.08;;
PST2;18;30;;;;
PST2;19;30;;;;
PST2;20;30;-5.69;-0.02;;
PST3;21;30;;;;
PST3;22;30;-3.66;-0.22;;
PST3;23;30;;;;
PST3;24;30;;;;
PST3;25;30;-3.09;-0.01;;
PST3;26;30;;;;
PST3;27;30;;;;
PST3;28;30;-5.09;-0.34;;
PST3;29;30;-3.41;-0.32;;
PST3;30;30;-6.18;-0.59;;
PST4;31;30;;;;
PST4;32;30;;;;
PST4;33;30;;;;
PST4;34;30;;;;
PST4;35;30;;;;
PST4;36;30;;;;
PST4;37;30;;;;
PST4;38;30;;;;
PST4;39;30;;;;
PST4;40;30;;;;
PST1+C;41;30;12.04;0.46;;
PST1+C;42;30;4.07;-0.87;;
PST1+C;43;30;2.76;1.34;;
PST1+C;44;30;0.1;1.23;;
PST1+C;45;30;3.46;1.65;;
PST1+C;46;30;0.9;1.36;;
PST1+C;47;30;3.88;0.26;;
PST1+C;48;30;6.42;-0.3;;
PST1+C;49;30;2.33;1.18;;
PST1+C;50;30;10.44;0.77;;
PST2+C;51;30;9.87;0.31;;
PST2+C;52;30;-0.9;1.44;;
PST2+C;53;30;1.67;1.34;;
PST2+C;54;30;;;;
PST2+C;55;30;2.81;0.46;;
PST2+C;56;30;4.44;-0.19;;
PST2+C;57;30;-3.37;1.35;;
PST2+C;58;30;;;;
PST2+C;59;30;4.35;0.76;;
PST2+C;60;30;3.83;-0.74;;
PST3+C;61;30;3.02;1.4;;
PST3+C;62;30;3.25;-0.16;;
PST3+C;63;30;7.83;1.22;;
PST3+C;64;30;2.07;0.79;;
PST3+C;65;30;0.86;0.77;;
PST3+C;66;30;1.08;0.37;;
PST3+C;67;30;1.53;3.03;;
PST3+C;68;30;0.87;1.64;;
PST3+C;69;30;5.53;1.96;;
PST3+C;70;30;5.93;1.24;;
PST4+C;71;30;1.98;-1.75;;
PST4+C;72;30;4.65;-1.3;;
PST4+C;73;30;1.97;-1.51;;
PST4+C;74;30;-2.32;-0.89;;
PST4+C;75;30;4.19;0;;
PST4+C;76;30;1.49;-2.45;;
PST4+C;77;30;;;;
PST4+C;78;30;2.56;-0.18;;
PST4+C;79;30;0.34;-2.72;;
PST4+C;80;30;6.07;-2.77;;
C;81;30;2.26;;;
C;82;30;3.62;;;
C;83;30;7.09;;;
C;84;30;3.85;;;
C;85;30;3.46;;;
C;86;30;4.71;;;
C;87;30;;;;
C;88;30;8.26;;;
C;89;30;7.75;;;
C;90;30;3.07;;;
ST;91;30;-2.58;;;
ST;92;30;;;;
ST;93;30;-2.74;;;
ST;94;30;-1.51;;;
ST;95;30;-5.05;;;
ST;96;30;-4.05;;;
ST;97;30;-4.62;;;
ST;98;30;;;;
ST;99;30;-4.24;;;
ST;100;30;-0.99;;;
