Condition;ID;Time;Survivors
PST1+C;49;28;10
PST1+C;50;28;9
PST2+C;51;28;8
PST2+C;52;28;8
PST2+C;53;28;8
PST2+C;54;28;9
PST2+C;55;28;10
PST2+C;56;28;8
PST2+C;57;28;7
PST2+C;58;28;7
PST2+C;59;28;10
PST2+C;60;28;9
PST3+C;61;28;9
PST3+C;62;28;6
PST3+C;63;28;9
PST3+C;64;28;8
PST3+C;65;28;6
PST3+C;66;28;4
PST3+C;67;28;9
PST3+C;68;28;9
PST3+C;69;28;9
PST3+C;70;28;8
PST4+C;71;28;8
PST4+C;72;28;9
PST4+C;73;28;7
PST4+C;74;28;6
PST4+C;75;28;9
PST4+C;76;28;10
PST4+C;77;28;9
PST4+C;78;28;9
PST4+C;79;28;10
PST4+C;80;28;8
C;81;28;8
C;82;28;8
C;83;28;8
C;84;28;8
C;85;28;4
C;86;28;7
C;87;28;5
C;88;28;8
C;89;28;7
C;90;28;9
ST;91;28;5
ST;92;28;4
ST;93;28;1
ST;94;28;4
ST;95;28;5
ST;96;28;7
ST;97;28;1
ST;98;28;3
ST;99;28;4
ST;100;28;8
PST1;1;30;3
PST1;2;30;6
PST1;3;30;5
PST1;4;30;4
PST1;5;30;4
PST1;6;30;3
PST1;7;30;6
PST1;8;30;4
PST1;9;30;3
PST1;10;30;2
PST2;11;30;6
PST2;12;30;4
PST2;13;30;4
PST2;14;30;2
PST2;15;30;3
PST2;16;30;3
PST2;17;30;4
PST2;18;30;4
PST2;19;30;4
PST2;20;30;3
PST3;21;30;5
PST3;22;30;3
PST3;23;30;5
PST3;24;30;7
PST3;25;30;5
PST3;26;30;5
PST3;27;30;4
PST3;28;30;4
PST3;29;30;6
PST3;30;30;7
PST4;31;30;3
PST4;32;30;6
PST4;33;30;4
PST4;34;30;4
PST4;35;30;5
PST4;36;30;0
PST4;37;30;1
PST4;38;30;1
PST4;39;30;0
PST4;40;30;2
PST1+C;41;30;9
PST1+C;42;30;10
PST1+C;43;30;8
PST1+C;44;30;10
PST1+C;45;30;8
PST1+C;46;30;9
PST1+C;47;30;8
PST1+C;48;30;7
PST1+C;49;30;10
PST1+C;50;30;9
PST2+C;51;30;8
PST2+C;52;30;8
PST2+C;53;30;8
PST2+C;54;30;9
PST2+C;55;30;10
PST2+C;56;30;8
PST2+C;57;30;6
PST2+C;58;30;7
PST2+C;59;30;10
PST2+C;60;30;8
PST3+C;61;30;9
PST3+C;62;30;6
PST3+C;63;30;9
PST3+C;64;30;8
PST3+C;65;30;6
PST3+C;66;30;3
PST3+C;67;30;8
PST3+C;68;30;9
PST3+C;69;30;9
PST3+C;70;30;8
PST4+C;71;30;8
PST4+C;72;30;9
PST4+C;73;30;7
PST4+C;74;30;6
PST4+C;75;30;9
PST4+C;76;30;10
PST4+C;77;30;9
PST4+C;78;30;9
PST4+C;79;30;10
PST4+C;80;30;8
C;81;30;8
C;82;30;8
C;83;30;8
C;84;30;8
C;85;30;3
C;86;30;7
C;87;30;5
C;88;30;7
C;89;30;7
C;90;30;9
ST;91;30;5
ST;92;30;4
ST;93;30;1
ST;94;30;3
ST;95;30;5
ST;96;30;7
ST;97;30;1
ST;98;30;3
ST;99;30;4
ST;100;30;6
PST1;1;32;3
PST1;2;32;5
PST1;3;32;4
PST1;4;32;3
PST1;5;32;4
PST1;6;32;3
PST1;7;32;6
PST1;8;32;4
PST1;9;32;3
PST1;10;32;2
PST2;11;32;5
PST2;12;32;4
PST2;13;32;4
PST2;14;32;1
PST2;15;32;4
PST2;16;32;3
PST2;17;32;3
PST2;18;32;4
PST2;19;32;4
PST2;20;32;3
PST3;21;32;4
PST3;22;32;3
PST3;23;32;4
PST3;24;32;6
PST3;25;32;4
PST3;26;32;2
PST3;27;32;4
PST3;28;32;4
PST3;29;32;5
PST3;30;32;7
PST4;31;32;3
PST4;32;32;6
PST4;33;32;4
PST4;34;32;4
PST4;35;32;5
PST4;36;32;0
PST4;37;32;1
PST4;38;32;1
PST4;39;32;0
PST4;40;32;2
PST1+C;41;32;9
PST1+C;42;32;9
PST1+C;43;32;8
PST1+C;44;32;10
PST1+C;45;32;8
PST1+C;46;32;9
PST1+C;47;32;8
PST1+C;48;32;7
PST1+C;49;32;10
PST1+C;50;32;9
PST2+C;51;32;8
PST2+C;52;32;8
PST2+C;53;32;8
PST2+C;54;32;8
PST2+C;55;32;10
PST2+C;56;32;8
PST2+C;57;32;6
PST2+C;58;32;7
PST2+C;59;32;10
PST2+C;60;32;8
PST3+C;61;32;9
PST3+C;62;32;6
PST3+C;63;32;9
PST3+C;64;32;8
PST3+C;65;32;6
PST3+C;66;32;3
PST3+C;67;32;8
PST3+C;68;32;9
PST3+C;69;32;9
PST3+C;70;32;7
PST4+C;71;32;8
PST4+C;72;32;9
PST4+C;73;32;6
PST4+C;74;32;6
PST4+C;75;32;9
PST4+C;76;32;10
PST4+C;77;32;8
PST4+C;78;32;9
PST4+C;79;32;10
PST4+C;80;32;8
C;81;32;8
C;82;32;8
C;83;32;8
C;84;32;8
C;85;32;3
C;86;32;7
C;87;32;5
C;88;32;6
C;89;32;7
C;90;32;8
ST;91;32;5
ST;92;32;4
ST;93;32;1
ST;94;32;3
ST;95;32;5
ST;96;32;7
ST;97;32;1
ST;98;32;1
ST;99;32;4
ST;100;32;6
PST1;1;37;3
PST1;2;37;4
PST1;3;37;4
PST1;4;37;3
PST1;5;37;3
PST1;6;37;2
PST1;7;37;4
PST1;8;37;4
PST1;9;37;3
PST1;10;37;1
PST2;11;37;4
PST2;12;37;4
PST2;13;37;3
PST2;14;37;0
PST2;15;37;4
PST2;16;37;2
PST2;17;37;1
PST2;18;37;3
PST2;19;37;3
PST2;20;37;2
PST3;21;37;3
PST3;22;37;3
PST3;23;37;4
PST3;24;37;6
PST3;25;37;3
PST3;26;37;2
PST3;27;37;4
PST3;28;37;4
PST3;29;37;3
PST3;30;37;3
PST4;31;37;3
PST4;32;37;3
PST4;33;37;4
PST4;34;37;4
PST4;35;37;4
PST4;36;37;0
PST4;37;37;0
PST4;38;37;0
PST4;39;37;0
PST4;40;37;1
PST1+C;41;37;9
PST1+C;42;37;8
PST1+C;43;37;6
PST1+C;44;37;9
PST1+C;45;37;7
PST1+C;46;37;7
PST1+C;47;37;8
PST1+C;48;37;7
PST1+C;49;37;10
PST1+C;50;37;9
PST2+C;51;37;8
PST2+C;52;37;6
PST2+C;53;37;7
PST2+C;54;37;8
PST2+C;55;37;10
PST2+C;56;37;8
PST2+C;57;37;5
PST2+C;58;37;7
PST2+C;59;37;9
PST2+C;60;37;8
PST3+C;61;37;9
PST3+C;62;37;6
PST3+C;63;37;9
PST3+C;64;37;6
PST3+C;65;37;6
PST3+C;66;37;1
PST3+C;67;37;8
PST3+C;68;37;7
PST3+C;69;37;9
PST3+C;70;37;7
PST4+C;71;37;8
PST4+C;72;37;7
PST4+C;73;37;6
PST4+C;74;37;6
PST4+C;75;37;7
PST4+C;76;37;8
PST4+C;77;37;8
PST4+C;78;37;9
PST4+C;79;37;10
PST4+C;80;37;7
C;81;37;6
C;82;37;7
C;83;37;6
C;84;37;7
C;85;37;3
C;86;37;6
C;87;37;5
C;88;37;6
C;89;37;7
C;90;37;7
ST;91;37;3
ST;92;37;4
ST;93;37;0
ST;94;37;3
ST;95;37;5
ST;96;37;6
ST;97;37;1
ST;98;37;0
ST;99;37;4
ST;100;37;5
PST1;1;44;2
PST1;2;44;4
PST1;3;44;4
PST1;4;44;1
PST1;5;44;2
PST1;6;44;1
PST1;7;44;3
PST1;8;44;2
PST1;9;44;1
PST1;10;44;0
PST2;11;44;3
PST2;12;44;4
PST2;13;44;3
PST2;14;44;0
PST2;15;44;3
PST2;16;44;2
PST2;17;44;1
PST2;18;44;3
PST2;19;44;2
PST2;20;44;1
PST3;21;44;2
PST3;22;44;1
PST3;23;44;3
PST3;24;44;4
PST3;25;44;3
PST3;26;44;2
PST3;27;44;2
PST3;28;44;2
PST3;29;44;2
PST3;30;44;2
PST4;31;44;2
PST4;32;44;3
PST4;33;44;4
PST4;34;44;3
PST4;35;44;2
PST4;36;44;0
PST4;37;44;0
PST4;38;44;0
PST4;39;44;0
PST4;40;44;1
PST1+C;41;44;7
PST1+C;42;44;6
PST1+C;43;44;5
PST1+C;44;44;8
PST1+C;45;44;7
PST1+C;46;44;7
PST1+C;47;44;6
PST1+C;48;44;6
PST1+C;49;44;7
PST1+C;50;44;8
PST2+C;51;44;7
PST2+C;52;44;5
PST2+C;53;44;5
PST2+C;54;44;7
PST2+C;55;44;9
PST2+C;56;44;8
PST2+C;57;44;5
PST2+C;58;44;6
PST2+C;59;44;9
PST2+C;60;44;8
PST3+C;61;44;8
PST3+C;62;44;5
PST3+C;63;44;6
PST3+C;64;44;5
PST3+C;65;44;4
PST3+C;66;44;0
PST3+C;67;44;8
PST3+C;68;44;4
PST3+C;69;44;7
PST3+C;70;44;4
PST4+C;71;44;6
PST4+C;72;44;7
PST4+C;73;44;6
PST4+C;74;44;6
PST4+C;75;44;6
PST4+C;76;44;8
PST4+C;77;44;6
PST4+C;78;44;8
PST4+C;79;44;9
PST4+C;80;44;6
C;81;44;6
C;82;44;6
C;83;44;5
C;84;44;4
C;85;44;3
C;86;44;6
C;87;44;4
C;88;44;6
C;89;44;7
C;90;44;7
ST;91;44;3
ST;92;44;3
ST;93;44;0
ST;94;44;2
ST;95;44;3
ST;96;44;6
ST;97;44;1
ST;98;44;0
ST;99;44;2
ST;100;44;2
PST1;1;51;2
PST1;2;51;4
PST1;3;51;3
PST1;4;51;1
PST1;5;51;2
PST1;6;51;1
PST1;7;51;3
PST1;8;51;1
PST1;9;51;1
PST1;10;51;0
PST2;11;51;2
PST2;12;51;2
PST2;13;51;2
PST2;14;51;0
PST2;15;51;3
PST2;16;51;1
PST2;17;51;1
PST2;18;51;2
PST2;19;51;2
PST2;20;51;1
PST3;21;51;1
PST3;22;51;1
PST3;23;51;2
PST3;24;51;3
PST3;25;51;0
PST3;26;51;2
PST3;27;51;2
PST3;28;51;1
PST3;29;51;0
PST3;30;51;0
PST4;31;51;2
PST4;32;51;3
PST4;33;51;2
PST4;34;51;2
PST4;35;51;1
PST4;36;51;0
PST4;37;51;0
PST4;38;51;0
PST4;39;51;0
PST4;40;51;0
PST1+C;41;51;7
PST1+C;42;51;5
PST1+C;43;51;5
PST1+C;44;51;7
PST1+C;45;51;6
PST1+C;46;51;6
PST1+C;47;51;6
PST1+C;48;51;5
PST1+C;49;51;7
PST1+C;50;51;7
PST2+C;51;51;3
PST2+C;52;51;5
PST2+C;53;51;5
PST2+C;54;51;7
PST2+C;55;51;9
PST2+C;56;51;7
PST2+C;57;51;5
PST2+C;58;51;3
PST2+C;59;51;9
PST2+C;60;51;6
PST3+C;61;51;6
PST3+C;62;51;4
PST3+C;63;51;4
PST3+C;64;51;5
PST3+C;65;51;4
PST3+C;66;51;0
PST3+C;67;51;8
PST3+C;68;51;4
PST3+C;69;51;7
PST3+C;70;51;4
PST4+C;71;51;6
PST4+C;72;51;6
PST4+C;73;51;5
PST4+C;74;51;6
PST4+C;75;51;6
PST4+C;76;51;7
PST4+C;77;51;4
PST4+C;78;51;8
PST4+C;79;51;9
PST4+C;80;51;6
C;81;51;6
C;82;51;6
C;83;51;4
C;84;51;4
C;85;51;2
C;86;51;4
C;87;51;3
C;88;51;5
C;89;51;5
C;90;51;3
ST;91;51;2
ST;92;51;3
ST;93;51;0
ST;94;51;1
ST;95;51;2
ST;96;51;2
ST;97;51;1
ST;98;51;0
ST;99;51;2
ST;100;51;2
PST1;1;58;2
PST1;2;58;2
PST1;3;58;1
PST1;4;58;1
PST1;5;58;1
PST1;6;58;1
PST1;7;58;3
PST1;8;58;1
PST1;9;58;1
PST1;10;58;0
PST2;11;58;2
PST2;12;58;1
PST2;13;58;2
PST2;14;58;0
PST2;15;58;1
PST2;16;58;1
PST2;17;58;1
PST2;18;58;1
PST2;19;58;2
PST2;20;58;1
PST3;21;58;0
PST3;22;58;0
PST3;23;58;2
PST3;24;58;3
PST3;25;58;0
PST3;26;58;2
PST3;27;58;0
PST3;28;58;1
PST3;29;58;0
PST3;30;58;0
PST4;31;58;2
PST4;32;58;3
PST4;33;58;1
PST4;34;58;2
PST4;35;58;0
PST4;36;58;0
PST4;37;58;0
PST4;38;58;0
PST4;39;58;0
PST4;40;58;0
PST1+C;41;58;6
PST1+C;42;58;5
PST1+C;43;58;5
PST1+C;44;58;6
PST1+C;45;58;5
PST1+C;46;58;6
PST1+C;47;58;3
PST1+C;48;58;5
PST1+C;49;58;6
PST1+C;50;58;7
PST2+C;51;58;3
PST2+C;52;58;5
PST2+C;53;58;4
PST2+C;54;58;7
PST2+C;55;58;7
PST2+C;56;58;7
PST2+C;57;58;4
PST2+C;58;58;2
PST2+C;59;58;6
PST2+C;60;58;6
PST3+C;61;58;5
PST3+C;62;58;4
PST3+C;63;58;3
PST3+C;64;58;5
PST3+C;65;58;4
PST3+C;66;58;0
PST3+C;67;58;7
PST3+C;68;58;4
PST3+C;69;58;5
PST3+C;70;58;3
PST4+C;71;58;6
PST4+C;72;58;6
PST4+C;73;58;5
PST4+C;74;58;4
PST4+C;75;58;5
PST4+C;76;58;6
PST4+C;77;58;4
PST4+C;78;58;7
PST4+C;79;58;8
PST4+C;80;58;4
C;81;58;4
C;82;58;6
C;83;58;4
C;84;58;3
C;85;58;2
C;86;58;4
C;87;58;3
C;88;58;3
C;89;58;5
C;90;58;3
ST;91;58;2
ST;92;58;2
ST;93;58;0
ST;94;58;0
ST;95;58;2
ST;96;58;1
ST;97;58;1
ST;98;58;0
ST;99;58;1
ST;100;58;1
PST1;1;65;2
PST1;2;65;2
PST1;3;65;1
PST1;4;65;1
PST1;5;65;1
PST1;6;65;1
PST1;7;65;3
PST1;8;65;1
PST1;9;65;1
PST1;10;65;0
PST2;11;65;1
PST2;12;65;1
PST2;13;65;2
PST2;14;65;0
PST2;15;65;1
PST2;16;65;1
PST2;17;65;1
PST2;18;65;1
PST2;19;65;1
PST2;20;65;1
PST3;21;65;0
PST3;22;65;0
PST3;23;65;2
PST3;24;65;1
PST3;25;65;0
PST3;26;65;1
PST3;27;65;0
PST3;28;65;1
PST3;29;65;0
PST3;30;65;0
PST4;31;65;2
PST4;32;65;1
PST4;33;65;1
PST4;34;65;1
PST4;35;65;0
PST4;36;65;0
PST4;37;65;0
PST4;38;65;0
PST4;39;65;0
PST4;40;65;0
PST1+C;41;65;5
PST1+C;42;65;2
PST1+C;43;65;4
PST1+C;44;65;5
PST1+C;45;65;5
PST1+C;46;65;6
PST1+C;47;65;3
PST1+C;48;65;4
PST1+C;49;65;4
PST1+C;50;65;7
PST2+C;51;65;3
PST2+C;52;65;5
PST2+C;53;65;4
PST2+C;54;65;7
PST2+C;55;65;7
PST2+C;56;65;7
PST2+C;57;65;4
PST2+C;58;65;2
PST2+C;59;65;6
PST2+C;60;65;6
PST3+C;61;65;5
PST3+C;62;65;4
PST3+C;63;65;3
PST3+C;64;65;3
PST3+C;65;65;4
PST3+C;66;65;0
PST3+C;67;65;6
PST3+C;68;65;4
PST3+C;69;65;3
PST3+C;70;65;2
PST4+C;71;65;3
PST4+C;72;65;5
PST4+C;73;65;5
PST4+C;74;65;4
PST4+C;75;65;5
PST4+C;76;65;6
PST4+C;77;65;4
PST4+C;78;65;7
PST4+C;79;65;7
PST4+C;80;65;4
C;81;65;3
C;82;65;6
C;83;65;3
C;84;65;3
C;85;65;1
C;86;65;4
C;87;65;3
C;88;65;3
C;89;65;4
C;90;65;3
ST;91;65;2
ST;92;65;2
ST;93;65;0
ST;94;65;0
ST;95;65;1
ST;96;65;1
ST;97;65;1
ST;98;65;0
ST;99;65;1
ST;100;65;1
PST1;1;72;2
PST1;2;72;1
PST1;3;72;1
PST1;4;72;1
PST1;5;72;0
PST1;6;72;0
PST1;7;72;1
PST1;8;72;1
PST1;9;72;1
PST1;10;72;0
PST2;11;72;1
PST2;12;72;1
PST2;13;72;1
PST2;14;72;0
PST2;15;72;1
PST2;16;72;1
PST2;17;72;0
PST2;18;72;1
PST2;19;72;1
PST2;20;72;0
PST3;21;72;0
PST3;22;72;0
PST3;23;72;0
PST3;24;72;1
PST3;25;72;0
PST3;26;72;1
PST3;27;72;0
PST3;28;72;0
PST3;29;72;0
PST3;30;72;0
PST4;31;72;1
PST4;32;72;0
PST4;33;72;1
PST4;34;72;1
PST4;35;72;0
PST4;36;72;0
PST4;37;72;0
PST4;38;72;0
PST4;39;72;0
PST4;40;72;0
PST1+C;41;72;4
PST1+C;42;72;2
PST1+C;43;72;3
PST1+C;44;72;5
PST1+C;45;72;4
PST1+C;46;72;4
PST1+C;47;72;3
PST1+C;48;72;4
PST1+C;49;72;4
PST1+C;50;72;6
PST2+C;51;72;3
PST2+C;52;72;5
PST2+C;53;72;4
PST2+C;54;72;7
PST2+C;55;72;7
PST2+C;56;72;5
PST2+C;57;72;4
PST2+C;58;72;2
PST2+C;59;72;5
PST2+C;60;72;5
PST3+C;61;72;5
PST3+C;62;72;4
PST3+C;63;72;1
PST3+C;64;72;3
PST3+C;65;72;3
PST3+C;66;72;0
PST3+C;67;72;6
PST3+C;68;72;3
PST3+C;69;72;3
PST3+C;70;72;2
PST4+C;71;72;3
PST4+C;72;72;5
PST4+C;73;72;4
PST4+C;74;72;4
PST4+C;75;72;5
PST4+C;76;72;6
PST4+C;77;72;3
PST4+C;78;72;7
PST4+C;79;72;4
PST4+C;80;72;4
C;81;72;2
C;82;72;5
C;83;72;3
C;84;72;3
C;85;72;1
C;86;72;4
C;87;72;2
C;88;72;3
C;89;72;4
C;90;72;2
ST;91;72;1
ST;92;72;2
ST;93;72;0
ST;94;72;0
ST;95;72;0
ST;96;72;1
ST;97;72;0
ST;98;72;0
ST;99;72;0
ST;100;72;1
PST1;1;79;1
PST1;2;79;1
PST1;3;79;1
PST1;4;79;1
PST1;5;79;0
PST1;6;79;0
PST1;7;79;1
PST1;8;79;1
PST1;9;79;0
PST1;10;79;0
PST2;11;79;1
PST2;12;79;1
PST2;13;79;0
PST2;14;79;0
PST2;15;79;1
PST2;16;79;1
PST2;17;79;0
PST2;18;79;1
PST2;19;79;1
PST2;20;79;0
PST3;21;79;0
PST3;22;79;0
PST3;23;79;0
PST3;24;79;1
PST3;25;79;0
PST3;26;79;1
PST3;27;79;0
PST3;28;79;0
PST3;29;79;0
PST3;30;79;0
PST4;31;79;0
PST4;32;79;0
PST4;33;79;1
PST4;34;79;0
PST4;35;79;0
PST4;36;79;0
PST4;37;79;0
PST4;38;79;0
PST4;39;79;0
PST4;40;79;0
PST1+C;41;79;4
PST1+C;42;79;2
PST1+C;43;79;3
PST1+C;44;79;2
PST1+C;45;79;4
PST1+C;46;79;4
PST1+C;47;79;3
PST1+C;48;79;4
PST1+C;49;79;4
PST1+C;50;79;6
PST2+C;51;79;3
PST2+C;52;79;5
PST2+C;53;79;4
PST2+C;54;79;6
PST2+C;55;79;6
PST2+C;56;79;5
PST2+C;57;79;4
PST2+C;58;79;2
PST2+C;59;79;5
PST2+C;60;79;4
PST3+C;61;79;5
PST3+C;62;79;4
PST3+C;63;79;1
PST3+C;64;79;3
PST3+C;65;79;2
PST3+C;66;79;0
PST3+C;67;79;4
PST3+C;68;79;3
PST3+C;69;79;3
PST3+C;70;79;2
PST4+C;71;79;3
PST4+C;72;79;3
PST4+C;73;79;4
PST4+C;74;79;3
PST4+C;75;79;4
PST4+C;76;79;6
PST4+C;77;79;3
PST4+C;78;79;6
PST4+C;79;79;4
PST4+C;80;79;4
C;81;79;2
C;82;79;4
C;83;79;3
C;84;79;3
C;85;79;1
C;86;79;2
C;87;79;2
C;88;79;3
C;89;79;3
C;90;79;2
ST;91;79;1
ST;92;79;2
ST;93;79;0
ST;94;79;0
ST;95;79;0
ST;96;79;1
ST;97;79;0
ST;98;79;0
ST;99;79;0
ST;100;79;1
PST1;1;86;0
PST1;2;86;1
PST1;3;86;1
PST1;4;86;1
PST1;5;86;0
PST1;6;86;0
PST1;7;86;1
PST1;8;86;1
PST1;9;86;0
PST1;10;86;0
PST2;11;86;0
PST2;12;86;0
PST2;13;86;0
PST2;14;86;0
PST2;15;86;0
PST2;16;86;0
PST2;17;86;0
PST2;18;86;0
PST2;19;86;0
PST2;20;86;0
PST3;21;86;0
PST3;22;86;0
PST3;23;86;0
PST3;24;86;1
PST3;25;86;0
PST3;26;86;1
PST3;27;86;0
PST3;28;86;0
PST3;29;86;0
PST3;30;86;0
PST4;31;86;0
PST4;32;86;0
PST4;33;86;1
PST4;34;86;0
PST4;35;86;0
PST4;36;86;0
PST4;37;86;0
PST4;38;86;0
PST4;39;86;0
PST4;40;86;0
PST1+C;41;86;4
PST1+C;42;86;1
PST1+C;43;86;3
PST1+C;44;86;2
PST1+C;45;86;4
PST1+C;46;86;2
PST1+C;47;86;2
PST1+C;48;86;3
PST1+C;49;86;4
PST1+C;50;86;5
PST2+C;51;86;3
PST2+C;52;86;4
PST2+C;53;86;3
PST2+C;54;86;6
PST2+C;55;86;4
PST2+C;56;86;4
PST2+C;57;86;4
PST2+C;58;86;2
PST2+C;59;86;5
PST2+C;60;86;4
PST3+C;61;86;4
PST3+C;62;86;4
PST3+C;63;86;1
PST3+C;64;86;3
PST3+C;65;86;2
PST3+C;66;86;0
PST3+C;67;86;4
PST3+C;68;86;3
PST3+C;69;86;3
PST3+C;70;86;2
PST4+C;71;86;3
PST4+C;72;86;3
PST4+C;73;86;4
PST4+C;74;86;3
PST4+C;75;86;4
PST4+C;76;86;5
PST4+C;77;86;3
PST4+C;78;86;6
PST4+C;79;86;4
PST4+C;80;86;4
C;81;86;1
C;82;86;4
C;83;86;3
C;84;86;3
C;85;86;1
C;86;86;2
C;87;86;2
C;88;86;3
C;89;86;3
C;90;86;2
ST;91;86;0
ST;92;86;1
ST;93;86;0
ST;94;86;0
ST;95;86;0
ST;96;86;1
ST;97;86;0
ST;98;86;0
ST;99;86;0
ST;100;86;0
PST1;1;93;0
PST1;2;93;1
PST1;3;93;1
PST1;4;93;0
PST1;5;93;0
PST1;6;93;0
PST1;7;93;1
PST1;8;93;0
PST1;9;93;0
PST1;10;93;0
PST2;11;93;0
PST2;12;93;0
PST2;13;93;0
PST2;14;93;0
PST2;15;93;0
PST2;16;93;0
PST2;17;93;0
PST2;18;93;0
PST2;19;93;0
PST2;20;93;0
PST3;21;93;0
PST3;22;93;0
PST3;23;93;0
PST3;24;93;1
PST3;25;93;0
PST3;26;93;0
PST3;27;93;0
PST3;28;93;0
PST3;29;93;0
PST3;30;93;0
PST4;31;93;0
PST4;32;93;0
PST4;33;93;0
PST4;34;93;0
PST4;35;93;0
PST4;36;93;0
PST4;37;93;0
PST4;38;93;0
PST4;39;93;0
PST4;40;93;0
PST1+C;41;93;4
PST1+C;42;93;1
PST1+C;43;93;3
PST1+C;44;93;2
PST1+C;45;93;3
PST1+C;46;93;2
PST1+C;47;93;2
PST1+C;48;93;3
PST1+C;49;93;4
PST1+C;50;93;4
PST2+C;51;93;3
PST2+C;52;93;4
PST2+C;53;93;3
PST2+C;54;93;6
PST2+C;55;93;4
PST2+C;56;93;4
PST2+C;57;93;3
PST2+C;58;93;2
PST2+C;59;93;4
PST2+C;60;93;4
PST3+C;61;93;4
PST3+C;62;93;4
PST3+C;63;93;1
PST3+C;64;93;3
PST3+C;65;93;2
PST3+C;66;93;0
PST3+C;67;93;3
PST3+C;68;93;3
PST3+C;69;93;3
PST3+C;70;93;2
PST4+C;71;93;3
PST4+C;72;93;3
PST4+C;73;93;3
PST4+C;74;93;3
PST4+C;75;93;4
PST4+C;76;93;5
PST4+C;77;93;3
PST4+C;78;93;6
PST4+C;79;93;3
PST4+C;80;93;4
C;81;93;1
C;82;93;4
C;83;93;3
C;84;93;3
C;85;93;1
C;86;93;2
C;87;93;2
C;88;93;2
C;89;93;3
C;90;93;2
ST;91;93;0
ST;92;93;1
ST;93;93;0
ST;94;93;0
ST;95;93;0
ST;96;93;0
ST;97;93;0
ST;98;93;0
ST;99;93;0
ST;100;93;0
PST1;1;100;0
PST1;2;100;0
PST1;3;100;0
PST1;4;100;0
PST1;5;100;0
PST1;6;100;0
PST1;7;100;0
PST1;8;100;0
PST1;9;100;0
PST1;10;100;0
PST2;11;100;0
PST2;12;100;0
PST2;13;100;0
PST2;14;100;0
PST2;15;100;0
PST2;16;100;0
PST2;17;100;0
PST2;18;100;0
PST2;19;100;0
PST2;20;100;0
PST3;21;100;0
PST3;22;100;0
PST3;23;100;0
PST3;24;100;0
PST3;25;100;0
PST3;26;100;0
PST3;27;100;0
PST3;28;100;0
PST3;29;100;0
PST3;30;100;0
PST4;31;100;0
PST4;32;100;0
PST4;33;100;0
PST4;34;100;0
PST4;35;100;0
PST4;36;100;0
PST4;37;100;0
PST4;38;100;0
PST4;39;100;0
PST4;40;100;0
PST1+C;41;100;4
PST1+C;42;100;1
PST1+C;43;100;3
PST1+C;44;100;2
PST1+C;45;100;3
PST1+C;46;100;2
PST1+C;47;100;2
PST1+C;48;100;2
PST1+C;49;100;4
PST1+C;50;100;4
PST2+C;51;100;3
PST2+C;52;100;4
PST2+C;53;100;2
PST2+C;54;100;6
PST2+C;55;100;3
PST2+C;56;100;4
PST2+C;57;100;3
PST2+C;58;100;2
PST2+C;59;100;3
PST2+C;60;100;2
PST3+C;61;100;4
PST3+C;62;100;4
PST3+C;63;100;1
PST3+C;64;100;2
PST3+C;65;100;2
PST3+C;66;100;0
PST3+C;67;100;3
PST3+C;68;100;3
PST3+C;69;100;3
PST3+C;70;100;2
PST4+C;71;100;3
PST4+C;72;100;3
PST4+C;73;100;3
PST4+C;74;100;3
PST4+C;75;100;3
PST4+C;76;100;5
PST4+C;77;100;2
PST4+C;78;100;6
PST4+C;79;100;3
PST4+C;80;100;3
C;81;100;1
C;82;100;4
C;83;100;3
C;84;100;3
C;85;100;1
C;86;100;2
C;87;100;2
C;88;100;3
C;89;100;3
C;90;100;2
ST;91;100;0
ST;92;100;0
ST;93;100;0
ST;94;100;0
ST;95;100;0
ST;96;100;0
ST;97;100;0
ST;98;100;0
ST;99;100;0
ST;100;100;0
